year,sex,race,hispanic_origin,age,marital_status,household_income,population,region,residence_location,victim_offender_relationship,weapon_category,crime_type,injury,incident_location
2017,female,other,non-hispanic,21 to 24,never married,7500 - 14999,less than 100000,south,suburban,stranger,other,aggravated assault,yes,commercial place parking lot or public area
2016,female,white,non-hispanic,50 to 64,divorced,unknown,less than 100000,northeast,suburban,well-known acquaintances,do not know,simple assault,no,at or near victims home
2015,female,white,non-hispanic,35 to 49,never married,75000 or more,less than 100000,west,urban,unknown number of offenders,no weapon,personal theft,no,other location
2016,female,white,non-hispanic,25 to 34,divorced,75000 or more,less than 100000,west,suburban,other relatives,no weapon,simple assault,no,at or near victims home
2016,female,white,non-hispanic,21 to 24,never married,35000 - 49999,not a place,south,suburban,well-known acquaintances,firearm,aggravated assault,no,at or near friend neighbor or relative home
2017,female,other,non-hispanic,50 to 64,divorced,15000 - 24999,not a place,south,suburban,stranger,knife,rape sexual assault,yes,commercial place parking lot or public area
2017,male,white,hispanic,18 to 20,never married,unknown,less than 100000,west,suburban,stranger,no weapon,simple assault,no,at or near victims home
2017,female,black,non-hispanic,35 to 49,married,unknown,250000 - 499999,midwest,urban,well-known acquaintances,do not know,simple assault,yes,commercial place parking lot or public area
2016,female,white,non-hispanic,50 to 64,married,7500 - 14999,less than 100000,south,rural,intimates,no weapon,simple assault,no,at or near victims home
2017,female,black,hispanic,21 to 24,never married,less than 7500,less than 100000,midwest,suburban,intimates,no weapon,rape sexual assault,yes,at or near friend neighbor or relative home
2016,female,white,non-hispanic,35 to 49,married,7500 - 14999,not a place,midwest,suburban,intimates,no weapon,simple assault,no,at or near victims home
2018,male,white,non-hispanic,35 to 49,never married,75000 or more,not a place,south,suburban,stranger,no weapon,simple assault,no,at or near friend neighbor or relative home
2018,male,white,hispanic,50 to 64,married,75000 or more,500000 - 999999,west,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2017,male,white,non-hispanic,35 to 49,divorced,unknown,less than 100000,midwest,suburban,stranger,no weapon,robbery,no,at or near victims home
2014,female,white,non-hispanic,18 to 20,never married,75000 or more,250000 - 499999,midwest,urban,stranger,no weapon,simple assault,no,at or near friend neighbor or relative home
2017,male,white,hispanic,18 to 20,never married,25000 - 34999,less than 100000,northeast,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2015,female,white,non-hispanic,65 or older,Widowed,unknown,less than 100000,west,rural,other relatives,no weapon,simple assault,no,at or near victims home
2014,female,black,non-hispanic,35 to 49,divorced,15000 - 24999,100000 to 249999,midwest,urban,stranger,knife,robbery,no,commercial place parking lot or public area
2016,male,white,non-hispanic,21 to 24,never married,75000 or more,less than 100000,west,urban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2016,female,white,non-hispanic,50 to 64,divorced,15000 - 24999,500000 - 999999,west,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2016,female,white,non-hispanic,12 to 14,never married,75000 or more,less than 100000,west,rural,well-known acquaintances,no weapon,simple assault,yes,school
2017,male,other,non-hispanic,15 to 17,never married,75000 or more,not a place,south,urban,well-known acquaintances,no weapon,simple assault,no,school
2016,female,white,non-hispanic,25 to 34,married,unknown,250000 - 499999,west,urban,well-known acquaintances,no weapon,simple assault,no,other location
2018,male,white,non-hispanic,25 to 34,married,75000 or more,less than 100000,west,suburban,stranger,no weapon,aggravated assault,yes,other location
2018,male,white,non-hispanic,25 to 34,married,75000 or more,less than 100000,west,suburban,well-known acquaintances,no weapon,robbery,no,other location
2017,female,other,non-hispanic,50 to 64,Widowed,7500 - 14999,100000 to 249999,midwest,urban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2016,female,white,non-hispanic,50 to 64,never married,15000 - 24999,not a place,south,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2017,female,other,non-hispanic,25 to 34,never married,75000 or more,less than 100000,south,suburban,unknown number of offenders,no weapon,rape sexual assault,no,commercial place parking lot or public area
2016,female,white,non-hispanic,50 to 64,divorced,75000 or more,less than 100000,northeast,suburban,well-known acquaintances,no weapon,simple assault,no,other location
2016,female,white,non-hispanic,21 to 24,divorced,unknown,less than 100000,south,urban,intimates,no weapon,simple assault,yes,at or near victims home
2017,female,other,non-hispanic,35 to 49,never married,7500 - 14999,less than 100000,west,suburban,stranger,knife,aggravated assault,yes,commercial place parking lot or public area
2015,female,white,non-hispanic,35 to 49,divorced,35000 - 49999,less than 100000,midwest,suburban,well-known acquaintances,no weapon,rape sexual assault,no,commercial place parking lot or public area
2016,female,white,non-hispanic,50 to 64,divorced,75000 or more,less than 100000,west,urban,stranger,do not know,personal theft,no,commercial place parking lot or public area
2017,female,black,non-hispanic,12 to 14,never married,35000 - 49999,less than 100000,midwest,suburban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2017,female,black,non-hispanic,35 to 49,Widowed,75000 or more,1000000 or more,midwest,urban,stranger,no weapon,rape sexual assault,no,other location
2017,female,black,non-hispanic,18 to 20,never married,unknown,not a place,south,suburban,well-known acquaintances,other,aggravated assault,no,commercial place parking lot or public area
2016,female,white,non-hispanic,50 to 64,never married,7500 - 14999,250000 - 499999,midwest,urban,unknown number of offenders,no weapon,simple assault,no,at or near victims home
2017,female,black,non-hispanic,35 to 49,never married,50000 - 74999,less than 100000,midwest,suburban,stranger,firearm,robbery,no,commercial place parking lot or public area
2017,female,black,non-hispanic,50 to 64,Widowed,7500 - 14999,500000 - 999999,south,urban,stranger,other,aggravated assault,no,commercial place parking lot or public area
2016,female,white,non-hispanic,25 to 34,divorced,15000 - 24999,less than 100000,south,suburban,well-known acquaintances,no weapon,rape sexual assault,yes,at or near friend neighbor or relative home
2016,female,white,non-hispanic,25 to 34,never married,15000 - 24999,less than 100000,south,suburban,stranger,other,aggravated assault,yes,commercial place parking lot or public area
2016,female,white,non-hispanic,50 to 64,divorced,less than 7500,less than 100000,west,suburban,stranger,knife,robbery,yes,commercial place parking lot or public area
2016,female,white,non-hispanic,12 to 14,never married,75000 or more,less than 100000,south,rural,stranger,no weapon,simple assault,no,school
2016,female,white,non-hispanic,65 or older,divorced,35000 - 49999,1000000 or more,northeast,urban,stranger,no weapon,simple assault,no,school
2016,female,white,non-hispanic,12 to 14,never married,less than 7500,less than 100000,south,rural,well-known acquaintances,other,aggravated assault,yes,school
2015,female,white,non-hispanic,50 to 64,married,75000 or more,100000 to 249999,west,urban,well-known acquaintances,no weapon,robbery,no,school
2015,female,other,hispanic,12 to 14,never married,15000 - 24999,100000 to 249999,south,urban,well-known acquaintances,no weapon,simple assault,no,school
2017,female,other,hispanic,35 to 49,married,less than 7500,less than 100000,west,rural,other relatives,do not know,robbery,yes,at or near victims home
2016,female,white,non-hispanic,35 to 49,never married,25000 - 34999,not a place,south,suburban,well-known acquaintances,firearm,aggravated assault,no,at or near victims home
2015,female,white,non-hispanic,65 or older,Widowed,unknown,less than 100000,west,rural,other relatives,no weapon,simple assault,no,at or near victims home
2017,female,other,non-hispanic,25 to 34,never married,unknown,less than 100000,midwest,suburban,unknown number of offenders,other,rape sexual assault,yes,at or near victims home
2016,male,white,non-hispanic,18 to 20,never married,7500 - 14999,not a place,midwest,suburban,stranger,no weapon,simple assault,no,at or near victims home
2014,female,black,non-hispanic,50 to 64,married,unknown,less than 100000,northeast,urban,other relatives,no weapon,robbery,no,at or near victims home
2017,female,other,non-hispanic,35 to 49,married,75000 or more,less than 100000,northeast,suburban,stranger,do not know,simple assault,no,commercial place parking lot or public area
2017,female,other,hispanic,35 to 49,married,less than 7500,less than 100000,west,rural,stranger,unknown weapon type,aggravated assault,no,commercial place parking lot or public area
2014,female,white,non-hispanic,21 to 24,never married,50000 - 74999,250000 - 499999,midwest,urban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2017,female,black,non-hispanic,50 to 64,never married,7500 - 14999,less than 100000,south,suburban,stranger,firearm,aggravated assault,no,commercial place parking lot or public area
2018,male,other,non-hispanic,25 to 34,married,50000 - 74999,250000 - 499999,midwest,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2018,male,other,hispanic,25 to 34,never married,7500 - 14999,less than 100000,west,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2015,female,white,non-hispanic,12 to 14,never married,35000 - 49999,100000 to 249999,midwest,urban,well-known acquaintances,no weapon,simple assault,no,school
2016,male,white,hispanic,12 to 14,never married,unknown,less than 100000,west,suburban,unknown relationship,no weapon,simple assault,no,school
2017,female,other,non-hispanic,35 to 49,married,75000 or more,not a place,northeast,suburban,stranger,no weapon,simple assault,no,other location
2018,female,white,non-hispanic,35 to 49,married,75000 or more,not a place,south,suburban,stranger,no weapon,simple assault,no,other location
2018,male,white,hispanic,25 to 34,married,75000 or more,less than 100000,west,urban,stranger,no weapon,simple assault,no,other location
2018,male,white,non-hispanic,35 to 49,never married,75000 or more,500000 - 999999,west,urban,stranger,no weapon,simple assault,yes,at or near friend neighbor or relative home
2017,female,black,non-hispanic,35 to 49,never married,less than 7500,100000 to 249999,midwest,urban,well-known acquaintances,no weapon,simple assault,no,other location
2016,female,white,non-hispanic,18 to 20,never married,less than 7500,500000 - 999999,south,urban,well-known acquaintances,no weapon,simple assault,no,at or near friend neighbor or relative home
2017,female,white,non-hispanic,35 to 49,divorced,unknown,not a place,northeast,suburban,intimates,do not know,simple assault,no,at or near victims home
2015,female,white,non-hispanic,50 to 64,married,75000 or more,500000 - 999999,west,urban,stranger,no weapon,simple assault,no,at or near victims home
